The Pew Charitable Trusts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,28.48512,20.95578,12.13709,6.70354,4.47229,7.13526,9.17914,42.3572,28.45022,24.99488,22.12966,19.46591,11.60917,6.58586,10.16285,29.26918,22.6848,17.61019,19.64569,23.37689,32.44336,36.25641,35.60682,33.84262,35.7402,35.27887,274300000,207600000,119000000,63500000,44000000,71900000,108500000,507300000,401000000,341300000,261900000,241500000,152770000,85600000,150800000,443400000,356400000,272900000,300100000,354400000,509440740,552200000,562500000,588500000,652900000,679500000,0.07804,0.05741,0.03325,0.01837,0.01225,0.01955,0.02515,0.11605,0.07795,0.06848,0.06063,0.05333,0.03181,0.01804,0.02784,0.08019,0.06215,0.04825,0.05382,0.06405,0.08889,0.09933,0.09755,0.09272,0.09792,0.09665,24.08202,19.12871,11.32115,2.38583,4.16736,1.97485,6.20967,4.52545,25.89609,24.46027,21.71563,15.3954,7.56872,2.42354,7.37952,26.07426,22.26471,17.32626,19.33146,23.06687,31.88998,35.567,35.34096,33.43432,35.1271,34.95697,231900000,189500000,111000000,22600000,41000000,19900000,73400000,54200000,365000000,334000000,257000000,191000000,99600000,31500000,109500000,395000000,349800000,268500000,295300000,349700000,500751390,541700000,558300000,581400000,641700000,673300000,0.06598,0.05241,0.03102,0.00654,0.01142,0.00541,0.01701,0.0124,0.07095,0.06701,0.05949,0.04218,0.02074,0.00664,0.02022,0.07144,0.061,0.04747,0.05296,0.0632,0.08737,0.09744,0.09682,0.0916,0.09624,0.09577
Missouri,23.01332,26.48965,30.32115,38.79973,51.0737,39.12545,60.85665,59.80601,62.98513,35.5556,34.35045,42.36244,32.27093,43.28072,32.48217,34.26219,29.86786,30.26521,43.77621,49.93758,57.6614,110.29037,197.77081,194.05279,143.60521,136.34163,463400000,561000000,634900000,678400000,932200000,763300000,1188000000,1288500000,1393300000,823000000,712400000,885700000,701800000,951500000,746200000,820800000,738800000,759208000,1111400000,1305300000,1455200000,2958030000,5671200000,6659020000,5729190460,5277667220,0.06305,0.07257,0.08307,0.1063,0.13993,0.10719,0.16673,0.16385,0.17256,0.09741,0.09411,0.11606,0.08841,0.11858,0.08899,0.09387,0.08183,0.08292,0.11993,0.13682,0.15798,0.30217,0.54184,0.53165,0.39344,0.37354,14.5708,21.34282,22.44119,26.44604,24.33699,23.74796,25.25448,24.90177,25.19315,24.19336,25.43013,24.23512,22.89038,22.94811,24.25498,22.65779,23.67436,23.57169,24.2711,24.91714,25.84698,22.51646,26.92531,26.03196,23.2558,24.65981,293400000,452000000,469900000,462400000,444200000,463300000,493000000,536500000,557300000,560000000,527400000,506700000,497800000,504500000,557200000,542800000,585600000,591300000,616200000,651300000,652300000,603900000,772100000,893300000,927800000,954560120,0.03992,0.05847,0.06148,0.07245,0.06668,0.06506,0.06919,0.06822,0.06902,0.06628,0.06967,0.0664,0.06271,0.06287,0.06645,0.06208,0.06486,0.06458,0.0665,0.06827,0.07081,0.06169,0.07377,0.07132,0.06371,0.06756
Montana,58.14199,49.54349,21.88385,12.25767,38.50733,79.53756,98.33661,118.19107,76.493,77.11951,66.062,71.42076,92.90144,98.28259,70.78131,76.53684,40.3876,7.39354,29.79168,63.91369,84.86003,112.80606,261.96852,104.93396,170.65201,127.15894,175963000,172900000,81300000,43100000,135254050,297440560,422120000,549550300,433580830,392570000,310600000,341900000,451656000,537700000,424300000,455153070,256500000,47900000,186700000,421200000,566400000,834146700,1972300000,1371300000,1560995510,1290718260,0.15929,0.13574,0.05996,0.03358,0.1055,0.21791,0.26942,0.32381,0.20957,0.21129,0.18099,0.19567,0.25452,0.26927,0.19392,0.20969,0.11065,0.02026,0.08162,0.17511,0.23249,0.30906,0.71772,0.28749,0.46754,0.34838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10451,17.07988,15.41682,15.67322,39.79119,57.0406,51.40315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,114000000,114000000,118000000,520000000,521764260,521764260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02494,0.04679,0.04224,0.04294,0.10902,0.15628,0.14083
Nebraska,71.28407,59.78994,23.32955,8.61283,37.34323,77.88652,105.10117,129.34432,126.979,109.92985,84.18246,89.60999,98.23867,121.89377,134.09008,132.22918,109.82362,78.27932,66.59402,89.4403,92.24392,186.77419,267.3125,247.26834,189.27834,111.3061,457800000,405900000,166100000,61800000,263500000,580500000,839600000,1107400000,1129800000,1002500000,764100000,815500000,927400000,1198700000,1392700000,1460100000,1262400000,928500000,793600000,1070000000,1136900000,2316000000,3421600000,3491700000,2756100000,1669500000,0.1953,0.16381,0.06392,0.0236,0.10231,0.21339,0.28795,0.35437,0.34789,0.30118,0.23064,0.24551,0.26915,0.33396,0.36737,0.36227,0.30089,0.21446,0.18245,0.24504,0.25272,0.51171,0.73236,0.67745,0.51857,0.30495,22.14197,25.07083,15.45003,8.23654,12.32964,23.77518,34.24926,60.28048,61.30912,63.40293,51.47238,34.41551,45.433,39.05848,69.23543,65.91083,63.5679,57.38798,28.5307,27.87695,34.58843,37.66129,72.46094,115.98958,62.68759,58.47654,142200000,170200000,110000000,59100000,87000000,177200000,273600000,516100000,545500000,578200000,467200000,313200000,428900000,384100000,719100000,727800000,730700000,680700000,340000000,333500000,426300000,467000000,927500000,1637900000,912800000,877100000,0.06066,0.06869,0.04233,0.02257,0.03378,0.06514,0.09383,0.16515,0.16797,0.17371,0.14102,0.09429,0.12447,0.10701,0.18969,0.18058,0.17416,0.15723,0.07817,0.07638,0.09476,0.10318,0.19852,0.31778,0.17175,0.16021
Nevada,69.15708,52.02089,43.75595,19.53597,44.80955,37.21319,66.61701,41.25593,41.246,20.53302,35.63055,34.81152,44.57661,42.67877,23.46825,25.94415,42.30827,53.07594,54.93168,56.53824,46.93546,90.9145,175.52739,261.01553,181.10757,132.13391,304621000,262000000,226500000,109000000,293300000,316200000,535400000,406001000,388300000,212472150,313500000,324100000,374700000,384600000,211600000,241700000,417600000,580200000,604700000,684500000,574400000,1138224610,2181894100,3410150000,2671132860,2411756190,0.18947,0.14252,0.11988,0.05352,0.12277,0.10195,0.18251,0.11303,0.113,0.05625,0.09762,0.09537,0.12213,0.11693,0.0643,0.07108,0.11591,0.14541,0.1505,0.1549,0.12859,0.24908,0.4809,0.71511,0.49619,0.36201,30.95304,27.06278,26.27289,0.233,10.99996,18.32414,22.89415,27.19227,7.71172,0.05798,0,0,4.66347,9.39909,3.11653,0,0,13.37419,16.34233,27.39771,0,7.78771,27.35879,89.83591,79.57912,68.13489,136341000,136300000,136000000,1300000,72000000,155700000,184000000,267600000,72600000,600000,0,0,39200000,84700000,28100000,0,0,146200000,179900000,331700000,0,97500000,340083560,1173700000,1173702570,1243622730,0.0848,0.07414,0.07198,0.00064,0.03014,0.0502,0.06272,0.0745,0.02113,0.00016,0,0,0.01278,0.02575,0.00854,0,0,0.03664,0.04477,0.07506,0,0.02134,0.07496,0.24613,0.21802,0.18667
New Hampshire,8.5214,18.9539,-11.78724,5.01071,9.18558,27.41564,25.9991,40.27052,25.36182,2.39471,19.4826,7.51544,6.79686,23.6964,9.10312,20.27619,47.87361,24.15299,44.74835,74.65909,13.90291,58.60186,93.83897,49.98712,67.51616,44.49669,24000000,55200000,-37900000,17300000,32600000,99500000,95000000,150700000,106200000,9300000,75000000,27000000,23100000,81600000,31200000,71000000,181500000,100000000,184400000,307800000,64300000,257800000,413200000,292500000,366400000,245000000,0.02335,0.05193,-0.03229,0.01373,0.02517,0.07511,0.07123,0.11033,0.06948,0.00656,0.05338,0.02059,0.01862,0.06492,0.02494,0.05555,0.13116,0.06617,0.1226,0.20455,0.03809,0.16055,0.25709,0.13695,0.18498,0.12191,7.10117,18.9539,0,5.01071,4.87456,4.76674,18.88356,23.78285,21.25425,2.39471,2.41584,2.58865,2.7364,2.70069,2.71343,6.36844,24.53028,24.15299,26.6937,27.96684,24.97334,58.60186,36.31378,49.98712,53.89868,44.49669,20000000,55200000,0,17300000,17300000,17300000,69000000,89000000,89000000,9300000,9300000,9300000,9300000,9300000,9300000,22300000,93000000,100000000,110000000,115300000,115500000,257800000,159900000,292500000,292500000,245000000,0.01946,0.05193,0,0.01373,0.01335,0.01306,0.05174,0.06516,0.05823,0.00656,0.00662,0.00709,0.0075,0.0074,0.00743,0.01745,0.06721,0.06617,0.07313,0.07662,0.06842,0.16055,0.09949,0.13695,0.14767,0.12191
New Jersey,24.0851,22.62538,4.85023,5.77666,12.4973,10.20115,23.16454,31.16302,14.36882,7.3959,10.30792,11.27214,5.29842,3.5972,3.29542,9.08872,5.12286,8.34123,10.11877,16.43994,20.70008,56.06327,58.13212,74.7935,60.51828,52.57427,1284000000,1290000000,292300000,373000000,834200000,778200000,1779100000,2585600000,1303500000,614200000,804300000,869900000,443800000,310000000,296200000,816600000,473100000,786500000,990600000,1712200000,2163000000,6884400000,8319200000,10518200000,9140100000,8305900000,0.06599,0.06199,0.01329,0.01583,0.03424,0.02795,0.06346,0.08538,0.03937,0.02026,0.02824,0.03088,0.01452,0.00986,0.00903,0.0249,0.01404,0.02285,0.02772,0.04504,0.05671,0.1536,0.15927,0.20491,0.1658,0.14404,13.09674,12.62812,0,0,4.23069,3.78447,7.2888,5.84066,8.09879,0,0,0,0,0,0,0,0,0,0,4.03845,0.06412,19.92638,0,2.17308,2.13401,0,698200000,720000000,0,0,282400000,288700000,559800000,484600000,734700000,0,0,0,0,0,0,0,0,0,0,420600000,6700000,2446900000,0,305600000,322300000,0,0.03588,0.0346,0,0,0.01159,0.01037,0.01997,0.016,0.02219,0,0,0,0,0,0,0,0,0,0,0.01106,0.00018,0.05459,0,0.00595,0.00585,0
New Mexico,20.61873,42.81665,28.87581,22.0748,36.89286,53.13682,53.80594,39.88837,44.66275,23.46114,38.97284,34.44551,46.62984,40.81033,38.85779,35.37712,8.55351,30.07451,69.84808,89.0777,119.57659,102.67509,138.53593,144.6889,88.24719,91.9133,191500000,449000000,320300000,245000000,447000000,688100000,798200000,651000000,735100000,388600000,572100000,500800000,712900000,651400000,637800000,613100000,147800000,505055110,1184700000,1834000000,2513500000,2504743750,3231489000,3988300000,3164200000,3473472800,0.05649,0.11731,0.07911,0.06048,0.10108,0.14558,0.14741,0.10928,0.12236,0.06428,0.10677,0.09437,0.12775,0.11181,0.10646,0.09692,0.02343,0.0824,0.19136,0.24405,0.32761,0.2813,0.37955,0.39641,0.24177,0.25182,0,0,0,0,36.91762,53.13682,53.80594,39.88837,44.66275,23.46114,18.94485,34.44551,46.62984,40.81033,38.86388,35.37712,8.55351,0,31.05931,89.0777,119.58135,102.67756,138.47209,144.68527,88.24719,91.91402,0,0,0,0,447300000,688100000,798200000,651000000,735100000,388600000,278100000,500800000,712900000,651400000,637900000,613100000,147800000,0,526800000,1834000000,2513600000,2504803880,3230000000,3988200000,3164200000,3473500000,0,0,0,0,0.10114,0.14558,0.14741,0.10928,0.12236,0.06428,0.0519,0.09437,0.12775,0.11181,0.10648,0.09692,0.02343,0,0.08509,0.24405,0.32762,0.28131,0.37938,0.3964,0.24177,0.25182
New York,11.45964,10.09445,9.13784,7.90883,9.34518,21.30471,25.56845,21.543,18.82948,13.02068,16.09574,9.07012,11.54658,9.96693,13.3203,42.39054,47.92496,41.54502,49.44388,36.13742,42.14021,45.12808,142.912,175.34318,172.79384,197.79246,1167000000,1098000000,1032000000,815000000,1077000000,2546000000,3257000000,3045000000,2754000000,1948000000,2302000000,1376000000,1787000000,1610000000,2235000000,7300000000,8934000000,7749000000,9445000000,7206000000,8944000000,9161000000,33053000000,43451000000,46331000000,56916000000,0.0314,0.02766,0.02504,0.02167,0.0256,0.05837,0.07005,0.05902,0.05159,0.03567,0.0441,0.02485,0.03163,0.02731,0.03649,0.11614,0.1313,0.11382,0.13546,0.09901,0.11545,0.12364,0.39154,0.48039,0.47341,0.5419,5.3714,5.76432,6.28669,6.88991,6.88958,7.29682,7.41069,7.2942,8.24559,8.06105,8.43244,7.94954,8.43863,8.08497,8.82656,10.44085,9.64507,9.63969,9.4124,10.27053,11.66583,12.19704,14.35043,25.24561,23.33207,30.42854,547000000,627000000,710000000,710000000,794000000,872000000,944000000,1031000000,1206000000,1206000000,1206000000,1206000000,1306000000,1306000000,1481000000,1798000000,1798000000,1798000000,1798000000,2048000000,2476000000,2476000000,3319000000,6256000000,6256000000,8756000000,0.01472,0.01579,0.01722,0.01888,0.01888,0.01999,0.0203,0.01998,0.02259,0.02209,0.0231,0.02178,0.02312,0.02215,0.02418,0.02861,0.02642,0.02641,0.02579,0.02814,0.03196,0.03342,0.03932,0.06917,0.06392,0.08337
North Carolina,0.988,4.27559,0.10094,10.55314,13.81143,18.27726,29.47788,39.26731,24.64649,4.49831,7.62824,17.31999,15.14906,17.24801,16.05791,19.71202,37.09694,38.17288,45.64125,54.87909,40.05261,126.34311,145.49538,130.95381,85.62483,52.68734,37500000,157500000,3800000,400600000,556400000,791100000,1378200000,2007700000,1385700000,242200000,386900000,878000000,812500000,974900000,920800000,1116100000,2155200000,2309700000,2844300000,3558300000,2640400000,8295100000,10281700000,9599201000,6853740000,4513420000,0.00271,0.01171,0.00028,0.02891,0.03784,0.05007,0.08076,0.10758,0.06752,0.01232,0.0209,0.04745,0.0415,0.04725,0.04399,0.05401,0.10164,0.10458,0.12504,0.15035,0.10973,0.34615,0.39862,0.35878,0.23459,0.14435,0.988,4.27559,0,3.9515,6.63018,7.22219,13.4492,15.3846,13.99071,2.78591,2.95745,5.83119,7.80852,11.52285,11.35982,15.04055,27.11354,30.38031,29.6701,28.51683,17.73728,30.18795,44.09423,64.80026,59.34248,42.28627,37500000,157500000,0,150000000,267100000,312600000,628800000,786600000,786600000,150000000,150000000,295600000,418800000,651300000,651400000,851600000,1575200000,1838200000,1849000000,1849000000,1169300000,1982000000,3116000000,4750001000,4750000000,3622420000,0.00271,0.01171,0,0.01083,0.01816,0.01979,0.03685,0.04215,0.03833,0.00763,0.0081,0.01598,0.02139,0.03157,0.03112,0.04121,0.07428,0.08323,0.08129,0.07813,0.0486,0.08271,0.12081,0.17753,0.16258,0.11585
North Dakota,28.33118,45.29197,8.46868,8.91279,31.39302,68.23562,111.84265,178.89328,197.96096,202.71221,146.97647,305.73972,276.01206,307.03863,188.30707,161.80677,101.33835,15.06433,61.94001,119.80828,156.39951,289.18434,223.2183,310.88403,235.5776,336.29478,60000000,102000000,20000000,21000000,76900000,169000000,296000000,496000000,653000000,687000000,638200000,1383200000,1680800000,1979600000,1670000000,1449700000,835500000,103300000,366600000,724200000,999500000,1871300000,1676400000,2226100000,2124200000,2289200000,0.07762,0.12409,0.0232,0.02442,0.08601,0.18695,0.30642,0.49012,0.54236,0.55538,0.40268,0.83764,0.7562,0.8412,0.51591,0.44331,0.27764,0.04127,0.1697,0.32824,0.42849,0.79229,0.61156,0.85174,0.64542,0.92136,0,17.76156,10.58585,2.54651,0,40.37611,37.78468,72.13439,60.63123,95.89733,74.84699,85.40907,63.45256,90.50164,65.79472,63.899,69.43891,5.58532,19.14294,109.05498,112.22584,115.73246,95.52422,103.03681,101.43079,137.87028,0,40000000,25000000,6000000,0,100000000,100000000,200000000,200000000,325000000,325000000,386400000,386400000,583500000,583500000,572500000,572500000,38300000,113300000,659200000,717200000,748900000,717400000,737800000,914600000,938500000,0,0.04866,0.029,0.00698,0,0.11062,0.10352,0.19763,0.16611,0.26273,0.20506,0.234,0.17384,0.24795,0.18026,0.17507,0.19024,0.0153,0.05245,0.29878,0.30747,0.31708,0.26171,0.28229,0.27789,0.37773
Ohio,22.73426,21.01009,9.05268,3.75742,5.17669,10.4851,24.11134,17.82074,37.23249,9.70225,7.39874,5.99341,16.46355,40.84461,38.44525,37.00408,33.88304,27.16604,37.35342,46.15176,62.35615,115.84449,125.35253,168.40468,60.80597,59.46889,1198600000,1217100000,536400000,233200000,338100000,713300000,1642632940,1227800000,2694000000,734500000,510300000,431000000,1220400000,3121300000,3178000000,3189600000,3197900000,2591141400,3255100000,4229600000,3961700000,7413000000,9253214570,12491411000,5928174680,5061479820,0.06229,0.05756,0.0248,0.01029,0.01418,0.02873,0.06606,0.04882,0.10201,0.02658,0.02027,0.01642,0.04511,0.1119,0.10533,0.10138,0.09283,0.07443,0.10234,0.12644,0.17084,0.31738,0.34343,0.46138,0.16659,0.16293,19.01476,17.4454,7.22324,2.91152,2.76672,8.4507,14.83553,14.69289,13.98637,0,0,0,3.33075,6.30734,17.87904,17.14583,21.23955,21.3254,23.34202,29.3697,42.3651,42.06219,36.66067,47.19717,38.8391,46.322,1002500000,1010600000,428000000,180700000,180700000,574900000,1010700000,1012300000,1012000000,0,0,0,246900000,482000000,1477935000,1477900000,2004600000,2034051460,2034100000,2691600000,2691600000,2691600000,2706200000,3500848000,3786552340,3942529430,0.0521,0.0478,0.01979,0.00798,0.00758,0.02315,0.04065,0.04025,0.03832,0,0,0,0.00913,0.01728,0.04898,0.04697,0.05819,0.05843,0.06395,0.08046,0.11607,0.11524,0.10044,0.12931,0.10641,0.12691
Oklahoma,35.14202,47.69762,10.68992,2.69859,21.32815,34.75417,41.5239,44.77973,50.17986,34.74703,20.7123,23.03908,42.91278,38.83338,30.05354,24.74412,14.36218,11.24937,27.31753,58.05659,26.98688,119.09878,185.1509,193.14423,195.57505,160.95541,437600000,629700000,146900000,34400000,284500000,470800000,629400000,767500000,886300000,622800000,290500000,341900000,684500000,667700000,535200000,434100000,240600000,176800000,451600000,1115800000,554000000,2147400000,3775100000,4728700000,5610700000,4670000000,0.09628,0.13068,0.02929,0.00739,0.05843,0.09522,0.11376,0.12268,0.13748,0.0952,0.05675,0.06312,0.11757,0.10639,0.08234,0.06779,0.03935,0.03082,0.07484,0.15906,0.07394,0.3263,0.50726,0.52916,0.53582,0.44097,12.65627,25.76141,5.23944,0.00784,16.30535,34.05289,32.70321,33.34996,33.77784,33.28529,17.76053,16.79245,36.20472,31.12719,30.05354,21.95677,14.36218,5.93646,27.31753,41.94768,11.19907,30.05478,71.23829,68.4278,70.72241,61.21476,157600000,340100000,72000000,100000,217500000,461300000,495700000,571600000,596600000,596600000,249100000,249200000,577500000,535200000,535200000,385200000,240600000,93300000,451600000,806200000,229900000,541900000,1452500000,1675300000,2028900000,1776100000,0.03467,0.07058,0.01435,0.00002,0.04467,0.0933,0.0896,0.09137,0.09254,0.09119,0.04866,0.04601,0.09919,0.08528,0.08234,0.06016,0.03935,0.01626,0.07484,0.11493,0.03068,0.08234,0.19517,0.18747,0.19376,0.16771
Oregon,28.09703,25.2374,-67.70361,8.79256,-29.51447,25.07547,32.67402,92.87912,32.76633,6.97894,-9.96288,5.27296,9.29762,30.12554,18.98778,41.27132,33.82288,70.68407,90.04818,143.42075,38.97519,173.95182,179.84594,266.46768,140.07817,105.97203,373235000,362900000,-1068400000,93100000,-443000000,308600000,544000000,1436700000,626600000,112600000,-173900000,87300000,176400000,556200000,400200000,920000000,833266000,1760985140,2411192390,3997081580,1175238380,5459347700,6726684070,10101403000,6276500000,4942100000,0.07698,0.06914,-0.18549,0.02409,-0.08086,0.0687,0.08952,0.25446,0.08977,0.01912,-0.0273,0.01445,0.02547,0.08254,0.05202,0.11307,0.09267,0.19365,0.24671,0.39293,0.10678,0.47658,0.49273,0.73005,0.38378,0.29033,0,0,0,0,0,0,0,0,32.51533,6.97894,12.35191,0.93621,6.75711,3.75892,7.27343,17.54928,22.30461,30.52967,35.10516,46.20444,38.22442,43.86913,42.71168,53.25712,59.54187,62.68563,0,0,0,0,0,0,0,0,621800000,112600000,215600000,15500000,128200000,69400000,153300000,391200000,549500000,760600000,940000000,1287700000,1152600000,1376800000,1597522880,2018900000,2667900000,2923400000,0,0,0,0,0,0,0,0,0.08908,0.01912,0.03384,0.00256,0.01851,0.0103,0.01993,0.04808,0.06111,0.08364,0.09618,0.12659,0.10472,0.12019,0.11702,0.14591,0.16313,0.17174
